"age" "race" "ethnicty" "educ" "sex" "livewith" "famtime" "crimtype" "everviol" "numarr" "probtn" "corrinst" "evertime" "prviol" "prprop" "prdrug" "prpub" "prjuv" "agefirst" "usewepn" "alcuse" "everdrug"
"260" 16 1 2 9 1 1 1 "2" 0 3 1 1 1 0 1 0 0 1 14 2 "1" "1"
"261" 15 2 2 8 1 1 2 "1" 1 3 0 0 2 0 0 0 0 1 13 1 "1" "1"
"262" 14 1 2 8 1 3 1 "2" 1 5 1 1 1 1 1 0 0 1 11 2 "1" "1"
"263" 17 1 2 10 1 3 1 "1" 1 20 1 0 2 0 1 0 0 1 13 2 "1" "1"
"264" 16 1 1 10 1 7 2 "5" 0 2 1 3 1 0 0 0 0 1 11 2 "1" "0"
"265" 17 2 2 11 1 1 1 "1" 1 25 4 1 1 1 1 1 1 0 8 2 "1" "1"
"266" 16 2 2 8 1 1 2 "1" 1 6 3 0 2 1 1 0 0 0 14 2 "1" "1"
"267" 16 2 2 11 1 1 2 "1" 1 2 1 0 2 1 1 0 0 0 14 1 "3" "0"
"268" 16 2 2 9 1 3 2 "1" 1 3 0 0 2 0 0 0 0 0 12 2 "1" "1"
"269" 15 1 2 8 1 3 2 "1" 1 1 1 0 2 0 1 0 0 0 14 1 "1" "0"
"270" 15 2 2 9 1 3 1 "2" 1 2 1 0 2 1 1 0 0 1 14 2 "1" "1"
"271" 16 2 2 9 1 1 2 "3" 1 9 1 0 2 1 1 0 0 0 10 2 "1" "0"
"272" 15 1 2 9 1 3 2 "2" 0 1 0 0 2 0 1 0 0 0 15 2 "3" "1"
"273" 15 1 2 7 1 1 2 "1" 1 4 2 1 1 0 0 0 0 1 13 2 "1" "1"
"274" 15 2 2 8 1 3 1 "1" 1 1 1 0 2 0 1 0 0 0 15 2 "3" "0"
"275" 15 1 2 10 1 3 2 "1" 1 2 1 0 2 0 0 0 0 0 15 2 "1" "1"
"276" 16 1 2 9 1 3 2 "1" 1 3 1 0 2 1 0 0 0 0 14 1 "1" "1"
"277" 14 2 2 8 1 3 1 "2" 0 1 2 0 2 0 1 0 0 1 14 2 "1" "0"
"278" 16 2 2 8 1 1 2 "1" 1 10 3 0 2 1 1 0 0 0 12 1 "1" "0"
"279" 13 5 1 8 1 1 1 "1" 1 2 0 0 2 0 0 0 0 0 13 2 "1" "1"
"280" 16 1 2 9 1 3 1 "1" 1 2 1 0 2 0 0 0 0 1 16 2 "1" "1"
"281" 14 1 2 8 1 1 2 "2" 0 2 2 0 2 0 1 0 0 0 13 2 "1" "0"
"282" 14 2 2 8 1 4 1 "2" 0 2 1 2 1 0 1 0 0 1 12 2 "1" "0"
"283" 15 2 2 9 1 3 2 "1" 1 12 3 2 1 0 1 0 0 1 12 2 "1" "1"
"284" 15 2 2 8 1 1 2 "1" 1 2 1 0 2 1 0 1 0 0 14 2 "1" "1"
"285" 18 1 2 9 1 3 2 "2" 1 8 1 3 1 1 1 0 0 1 14 2 "1" "1"
"286" 16 2 2 8 1 1 2 "1" 1 20 1 0 2 1 1 1 1 0 11 2 "1" "1"
"287" 16 1 2 8 1 1 2 "2" 0 11 2 2 1 0 1 1 1 1 13 2 "2" "1"
"288" 16 2 2 11 1 3 2 "1" 1 10 2 0 2 0 1 0 0 1 13 2 "1" "1"
"289" 17 1 2 10 1 1 2 "1" 1 2 1 0 2 0 0 0 0 0 15 2 "3" "1"
"290" 18 1 2 11 1 9 2 "1" 1 30 1 5 1 0 1 0 0 1 11 2 "1" "1"
"291" 17 1 2 9 1 3 2 "2" 0 2 1 0 2 0 1 0 0 0 17 2 "1" "1"
"292" 15 2 2 8 1 1 2 "1" 1 1 1 0 2 0 0 0 0 0 99 2 "3" "0"
"293" 17 1 2 10 1 3 1 "2" 0 4 1 2 1 0 1 0 0 1 14 2 "1" "1"
"294" 17 1 2 9 1 7 2 "1" 1 20 1 2 1 1 1 1 1 1 14 1 "1" "1"
"295" 16 1 2 9 1 1 2 "2" 1 20 1 0 2 1 1 0 0 0 14 1 "1" "1"
"296" 18 1 2 11 1 3 1 "1" 1 6 2 0 2 1 1 0 0 1 15 2 "1" "1"
"297" 16 1 2 11 1 1 2 "2" 1 7 2 0 2 1 1 0 0 0 15 2 "1" "1"
"298" 16 1 2 10 1 3 2 "1" 1 7 0 0 2 1 0 0 0 1 11 1 "1" "1"
"299" 16 1 2 9 1 1 2 "1" 1 11 0 1 1 1 1 1 1 1 14 1 "1" "1"
"300" 17 1 2 9 1 1 2 "2" 1 1 1 0 2 1 1 0 0 0 16 2 "1" "0"
"301" 18 1 2 10 1 1 1 "2" 0 25 3 0 2 0 1 0 0 0 13 2 "1" "1"
"302" 16 1 2 9 1 3 1 "2" 0 1 3 0 2 0 1 0 0 0 16 1 "1" "1"
"303" 18 1 2 11 1 1 2 "2" 1 4 1 0 2 1 1 1 0 1 16 2 "1" "1"
"304" 17 2 2 9 1 3 2 "1" 1 4 3 1 1 1 0 1 0 0 13 1 "3" "1"
"305" 17 1 2 11 1 3 1 "2" 0 1 2 0 2 0 1 1 1 0 17 2 "1" "1"
"306" 18 1 2 11 1 3 1 "2" 0 3 2 0 2 0 0 0 1 0 17 2 "1" "1"
"307" 17 2 2 10 1 1 2 "4" 1 5 3 0 2 1 0 0 0 1 15 2 "3" "0"
"308" 17 2 2 11 1 3 2 "2" 1 3 4 4 1 1 1 0 0 1 12 2 "1" "1"
"309" 17 2 2 10 1 4 2 "2" 0 3 1 2 1 0 1 0 0 0 12 2 "1" "1"
"310" 17 2 2 10 1 3 2 "1" 1 3 2 1 1 0 0 0 0 0 15 1 "1" "0"
"311" 17 2 2 10 1 3 2 "2" 1 3 0 0 2 1 0 0 0 0 16 2 "1" "0"
"312" 18 2 1 10 1 1 1 "1" 1 2 1 0 2 0 0 0 0 0 14 2 "1" "1"
"313" 17 2 2 10 1 1 1 "2" 1 5 2 0 2 1 1 1 0 0 15 1 "1" "1"
"314" 18 2 2 9 1 1 1 "1" 1 2 1 0 2 0 1 0 0 0 15 1 "1" "1"
"315" 17 2 2 9 1 3 2 "1" 1 2 1 0 2 0 0 0 0 0 15 2 "1" "1"
"316" 18 1 2 12 1 1 1 "9" 0 1 0 0 2 0 0 0 0 0 17 2 "1" "1"
"317" 16 2 2 9 1 1 2 "2" 1 2 1 1 1 1 1 0 0 0 13 2 "1" "1"
"318" 18 2 2 9 1 1 1 "1" 1 4 0 0 2 0 0 0 0 1 16 2 "1" "1"
"319" 16 2 2 8 1 3 1 "1" 1 5 1 1 1 0 1 0 0 0 15 2 "1" "1"
"320" 17 2 2 11 1 3 2 "1" 1 2 1 0 2 0 1 0 0 0 16 1 "3" "1"
"321" 18 2 2 11 1 1 1 "2" 0 2 1 0 2 0 0 0 0 0 15 2 "1" "1"
"322" 17 1 1 8 1 1 2 "2" 1 15 2 2 1 1 1 0 0 0 14 2 "1" "1"
"323" 16 2 2 9 1 4 9 "2" 0 96 2 0 2 0 1 0 1 0 12 2 "1" "0"
"324" 18 2 2 12 1 3 2 "1" 1 2 1 1 1 1 0 0 0 0 16 9 "1" "1"
"325" 18 2 2 9 1 1 2 "2" 1 5 2 2 1 1 1 0 0 0 13 2 "3" "1"
"326" 18 2 2 10 1 4 2 "1" 1 99 1 1 1 1 0 0 0 0 99 1 "1" "1"
"327" 18 2 2 9 1 1 2 "1" 1 15 2 1 1 1 1 1 0 0 9 1 "1" "1"
"328" 17 1 2 9 1 1 2 "2" 1 21 3 1 1 1 1 0 0 1 13 2 "3" "1"
"329" 17 2 2 10 1 1 2 "1" 1 10 2 1 1 0 1 0 0 0 15 1 "1" "1"
"330" 16 2 2 8 1 5 2 "1" 1 1 0 3 1 1 0 0 1 1 12 1 "1" "1"
"331" 17 1 2 9 1 1 2 "2" 0 15 3 2 1 0 1 0 0 1 14 2 "1" "1"
"332" 17 1 2 12 1 3 1 "4" 0 8 2 1 1 0 1 0 0 0 14 2 "1" "1"
"333" 16 2 2 10 1 1 2 "2" 0 75 3 1 1 0 1 1 0 0 9 1 "1" "1"
"334" 15 1 2 9 1 1 1 "2" 1 20 3 2 1 1 1 0 0 1 8 2 "1" "1"
"335" 17 1 2 10 1 9 2 "4" 1 3 1 1 1 1 1 0 0 1 15 2 "1" "1"
"336" 16 1 2 10 1 1 1 "1" 1 30 1 1 1 1 1 0 1 1 10 1 "2" "1"
"337" 18 1 2 12 1 1 2 "4" 0 6 1 3 1 0 1 0 0 0 12 2 "3" "1"
"338" 16 1 2 10 1 1 2 "4" 0 7 1 3 1 0 1 1 0 1 13 2 "1" "1"
"339" 18 1 2 12 1 1 1 "2" 0 2 2 0 2 0 0 0 0 1 15 2 "3" "1"
"340" 16 1 1 9 1 3 1 "1" 1 7 1 1 1 1 1 1 1 1 12 2 "1" "1"
"341" 16 1 2 11 1 1 2 "2" 0 20 1 2 1 0 1 0 0 1 12 2 "1" "1"
"342" 16 1 1 9 1 3 2 "2" 0 3 1 2 1 0 1 0 0 1 14 2 "1" "1"
"343" 18 2 2 10 1 1 2 "1" 1 4 2 0 2 0 1 0 0 0 16 2 "1" "9"
"344" 17 1 2 11 1 3 2 "4" 0 3 3 1 1 0 1 0 0 1 16 2 "1" "1"
"345" 17 1 2 8 1 4 1 "1" 1 4 1 0 2 1 1 1 1 1 14 2 "1" "1"
"346" 18 1 2 9 1 3 2 "1" 1 13 1 2 1 1 1 0 0 0 14 1 "1" "1"
"347" 17 1 2 10 1 3 2 "2" 1 5 1 0 2 1 0 0 0 1 14 1 "1" "1"
"348" 15 2 2 8 1 4 1 "1" 1 32 1 0 2 0 1 0 0 0 12 2 "1" "1"
"349" 17 2 2 10 1 1 1 "1" 1 20 4 0 2 1 1 1 0 0 9 2 "1" "1"
"350" 18 1 1 11 1 1 2 "2" 1 24 1 1 1 1 1 1 1 1 13 1 "1" "1"
"351" 17 2 2 9 1 1 2 "2" 0 2 2 0 2 0 1 1 0 1 15 2 "1" "1"
"352" 17 1 2 8 1 2 2 "1" 1 12 4 0 2 1 1 0 0 0 15 1 "2" "1"
"353" 18 2 2 11 1 3 2 "2" 0 2 3 0 2 0 1 0 0 0 17 2 "3" "0"
"354" 17 2 2 10 1 1 1 "2" 0 3 2 0 2 0 1 0 0 0 16 2 "1" "1"
"355" 17 2 2 9 1 1 1 "1" 1 3 1 0 2 1 1 0 1 0 16 1 "1" "1"
"356" 16 1 2 9 1 1 1 "1" 1 4 3 1 1 0 1 1 0 0 13 2 "1" "1"
"357" 17 2 2 9 1 1 2 "2" 1 10 1 0 2 1 1 1 0 1 14 2 "1" "1"
"358" 17 2 2 10 1 4 1 "1" 1 5 1 1 1 0 1 0 0 0 14 2 "3" "1"
"359" 17 1 1 9 1 3 2 "2" 1 20 1 1 1 1 1 1 0 0 14 2 "1" "1"
"360" 15 1 2 9 1 3 1 "2" 1 7 1 1 1 1 1 1 0 0 13 2 "1" "1"
"361" 17 2 2 9 1 1 2 "2" 0 99 1 1 1 0 1 0 0 0 99 2 "1" "1"
"362" 17 2 2 9 1 3 1 "1" 1 2 1 0 2 0 1 0 0 0 15 2 "3" "1"
"363" 17 1 2 10 1 3 2 "2" 0 10 2 0 2 0 1 0 0 1 13 2 "1" "1"
"364" 18 1 2 11 1 1 1 "1" 1 2 0 0 2 0 0 0 0 0 16 1 "1" "1"
"365" 17 1 2 9 1 2 1 "1" 1 2 1 0 2 1 1 0 0 0 14 1 "1" "1"
"366" 17 1 2 9 1 4 1 "2" 0 5 0 1 1 0 1 0 0 1 16 2 "1" "1"
"367" 17 1 2 11 1 3 1 "2" 1 2 3 0 2 1 1 0 0 1 16 2 "3" "1"
"368" 16 1 2 10 1 1 2 "2" 0 5 2 3 1 0 1 0 0 0 14 2 "1" "1"
"369" 17 1 2 10 1 1 1 "1" 1 1 0 0 2 0 0 0 0 0 16 1 "1" "1"
"370" 18 1 2 11 1 1 1 "9" 1 4 1 1 1 1 1 1 0 0 16 2 "1" "1"
"371" 18 2 2 11 1 1 2 "1" 1 2 1 0 2 0 0 0 0 0 16 1 "1" "1"
"372" 17 1 2 9 1 1 1 "1" 1 5 3 3 1 0 1 1 1 1 14 1 "1" "1"
"373" 18 1 2 8 1 1 2 "4" 0 3 2 1 1 0 1 1 1 0 15 2 "1" "1"
"374" 18 2 2 10 1 1 1 "9" 1 1 1 1 1 1 1 0 0 1 17 2 "1" "1"
"375" 17 1 2 9 1 1 2 "2" 0 6 0 0 2 0 0 0 0 0 15 2 "3" "1"
"376" 17 1 2 9 1 8 2 "2" 0 10 0 0 2 0 1 0 1 1 13 2 "1" "1"
"377" 18 2 2 11 1 1 2 "2" 0 4 1 1 1 0 1 0 0 0 15 2 "1" "1"
"378" 17 1 2 9 1 1 1 "9" 0 2 1 0 2 0 0 0 0 0 12 2 "1" "1"
"379" 17 1 2 10 1 2 1 "2" 0 1 0 0 2 0 1 0 0 0 17 2 "1" "1"
"380" 18 1 2 11 1 1 1 "4" 1 23 3 4 1 1 1 1 1 1 9 2 "1" "1"
"381" 17 2 2 10 1 1 2 "2" 1 4 2 0 2 1 1 0 0 1 16 2 "1" "1"
"382" 16 1 2 9 1 1 2 "4" 0 10 2 0 2 0 1 0 0 0 12 2 "1" "1"
"383" 16 1 2 7 1 1 2 "1" 1 4 1 1 1 0 1 0 0 0 14 2 "1" "1"
"384" 17 1 2 11 1 3 2 "2" 0 2 2 0 2 0 1 0 0 1 15 2 "1" "1"
"385" 16 2 2 10 1 1 2 "1" 1 3 0 0 2 0 0 0 0 0 15 2 "1" "1"
"386" 17 2 2 11 1 9 2 "1" 1 3 0 0 2 0 0 0 0 0 16 2 "3" "1"
"387" 17 1 2 9 1 3 1 "2" 0 10 1 1 1 0 1 1 0 1 12 2 "1" "1"
"388" 17 1 2 10 1 1 2 "1" 1 16 2 1 1 0 1 0 0 0 12 2 "1" "1"
"389" 18 1 2 9 1 1 1 "2" 1 25 2 2 1 1 1 1 0 1 16 2 "1" "1"
"390" 17 5 1 10 1 1 2 "2" 0 4 1 1 1 0 0 0 0 0 16 2 "1" "1"
"391" 18 1 1 9 1 2 1 "2" 1 23 1 1 1 1 1 0 0 1 13 2 "1" "1"
"392" 16 1 2 8 1 3 2 "2" 0 3 1 0 2 0 0 0 0 1 15 2 "1" "1"
"393" 17 1 2 10 1 1 1 "2" 0 2 1 1 1 0 1 0 0 1 16 2 "1" "1"
"394" 16 2 2 10 1 2 1 "2" 0 2 1 0 2 0 1 0 0 0 13 2 "2" "0"
"395" 18 1 2 11 1 3 1 "2" 1 1 2 0 2 1 1 0 0 0 17 2 "1" "1"
"396" 18 2 2 11 1 1 1 "2" 1 25 4 2 1 1 1 0 0 0 11 2 "1" "1"
"397" 17 1 2 12 1 4 2 "2" 0 1 1 0 2 0 0 0 0 1 17 1 "1" "1"
"398" 16 2 2 9 1 1 1 "2" 1 2 2 1 1 1 0 1 0 0 15 2 "1" "0"
"399" 17 2 2 10 1 1 1 "2" 0 2 1 0 2 0 0 0 1 0 16 2 "1" "1"
"400" 17 1 2 10 1 1 2 "2" 0 2 1 1 1 0 1 0 0 0 16 2 "1" "1"
"401" 16 1 2 7 1 2 1 "2" 1 4 1 0 2 1 1 0 0 1 15 1 "3" "1"
"402" 16 2 2 9 1 1 2 "2" 1 14 5 0 2 1 1 1 0 1 12 1 "1" "1"
"403" 17 2 2 10 1 1 2 "1" 1 3 1 1 1 1 1 0 0 0 15 2 "3" "1"
"404" 16 5 2 9 1 1 1 "2" 1 3 2 0 2 1 1 0 0 0 15 2 "1" "1"
"405" 17 2 2 10 1 1 1 "4" 0 6 2 1 1 0 1 0 1 0 12 2 "3" "1"
"406" 17 1 2 8 1 5 1 "1" 1 1 4 1 1 0 1 0 0 1 17 2 "1" "1"
"407" 17 2 2 10 1 1 2 "2" 0 3 3 2 1 0 1 0 0 1 16 2 "1" "1"
"408" 17 2 2 10 1 3 2 "2" 1 3 1 0 2 1 0 0 0 0 16 2 "3" "0"
"409" 16 2 2 9 1 3 1 "2" 0 2 2 0 2 0 1 0 0 0 15 2 "3" "1"
"410" 16 1 2 10 1 1 1 "4" 0 3 1 4 1 0 1 1 0 1 14 2 "1" "1"
"411" 17 2 2 11 1 1 1 "2" 0 6 1 1 1 0 1 0 0 0 9 2 "1" "1"
"412" 16 2 2 9 1 4 1 "1" 1 1 2 0 2 0 1 0 0 1 15 1 "3" "0"
"413" 17 2 2 9 1 9 2 "2" 0 2 1 0 2 0 0 0 0 0 15 2 "1" "1"
"414" 16 2 2 10 1 1 2 "1" 1 5 1 1 1 1 1 0 0 0 14 2 "1" "1"
"415" 16 1 2 9 1 2 2 "2" 0 6 1 0 2 0 1 1 0 1 13 1 "1" "1"
"416" 17 2 2 9 1 6 2 "1" 1 10 1 3 1 1 1 1 0 0 10 1 "1" "1"
"417" 18 1 2 10 1 1 1 "2" 1 4 2 2 1 1 1 0 0 0 13 1 "1" "1"
"418" 17 2 2 10 1 9 1 "2" 0 2 0 0 2 0 0 0 0 0 16 2 "1" "1"
"419" 17 2 2 11 1 1 1 "3" 0 5 1 1 1 0 1 0 0 1 14 2 "1" "1"
"420" 16 1 2 9 1 1 1 "2" 0 2 1 1 1 0 1 0 0 1 14 2 "1" "1"
"421" 16 1 2 8 1 1 1 "2" 1 2 2 2 1 1 1 1 1 1 11 2 "1" "1"
"422" 17 1 2 10 1 1 2 "4" 0 3 2 2 1 0 1 1 0 1 16 2 "1" "1"
"423" 17 1 2 11 1 2 1 "2" 1 5 2 1 1 1 1 0 1 1 15 2 "1" "1"
"424" 17 2 2 11 1 4 2 "1" 1 3 3 3 1 0 1 1 0 1 13 2 "1" "1"
"425" 17 1 2 9 1 3 2 "2" 0 24 8 0 2 0 1 0 0 1 12 2 "1" "1"
"426" 17 2 2 9 1 1 1 "2" 0 1 1 0 2 0 1 0 0 0 17 2 "1" "1"
"427" 17 1 2 10 1 1 1 "1" 1 2 1 0 2 0 1 0 0 1 16 2 "1" "1"
"428" 18 1 2 10 1 3 1 "2" 1 6 2 1 1 1 1 0 1 1 16 2 "1" "1"
"429" 16 2 2 9 1 1 2 "2" 0 2 1 0 2 0 1 0 0 0 14 2 "1" "1"
"430" 16 2 2 10 1 3 2 "2" 0 4 1 0 2 0 1 0 0 1 15 2 "3" "1"
"431" 17 2 2 10 1 1 2 "2" 0 3 4 1 1 0 1 0 1 1 13 2 "1" "1"
"432" 16 1 2 10 1 3 2 "4" 1 1 12 99 9 1 0 0 0 0 16 2 "1" "1"
"433" 17 1 2 11 1 3 1 "2" 0 2 2 3 1 0 0 0 0 0 16 2 "1" "1"
"434" 17 2 2 10 1 9 2 "2" 0 7 1 1 1 0 0 0 0 0 15 2 "3" "0"
"435" 17 2 2 11 1 1 1 "2" 0 7 1 3 1 0 1 0 0 1 13 2 "2" "1"
"436" 17 2 2 10 1 1 2 "2" 1 2 1 2 1 1 0 0 0 1 16 2 "3" "1"
"437" 17 1 2 10 1 1 1 "2" 0 8 5 1 1 0 1 0 0 1 14 1 "1" "1"
"438" 16 2 2 7 1 1 2 "2" 0 4 1 0 2 0 0 0 0 0 15 1 "3" "0"
"439" 15 2 1 8 1 1 1 "2" 1 10 3 0 2 1 1 0 1 0 12 2 "1" "1"
"440" 17 1 2 11 1 3 2 "3" 1 13 1 0 2 1 1 1 0 1 13 2 "1" "1"
"441" 18 1 2 11 1 1 2 "2" 0 2 2 1 1 0 1 0 0 1 16 2 "1" "1"
"442" 18 2 2 9 1 1 2 "1" 1 4 2 1 1 0 1 0 0 1 16 2 "1" "1"
"443" 17 1 2 10 1 1 1 "1" 1 1 1 0 2 0 0 0 0 0 17 2 "1" "1"
"444" 16 1 2 10 1 3 1 "2" 0 10 1 2 1 0 1 0 0 1 13 1 "1" "1"
"445" 16 1 2 9 1 3 1 "1" 1 5 1 2 1 0 1 0 0 0 14 2 "1" "1"
"446" 17 2 2 12 1 9 1 "2" 0 7 1 1 1 0 1 0 1 0 99 2 "3" "1"
"447" 17 1 2 9 1 3 2 "2" 0 1 2 0 2 0 0 1 1 1 17 2 "1" "1"
"448" 17 2 2 12 1 1 2 "2" 0 4 2 1 1 0 1 0 0 0 15 2 "1" "1"
"449" 17 1 2 10 1 2 1 "2" 0 4 2 0 2 0 1 0 1 1 15 2 "1" "1"
"450" 18 2 2 11 1 1 1 "4" 0 6 1 1 1 0 1 0 1 1 14 2 "1" "1"
"451" 15 1 2 7 1 1 1 "1" 1 9 2 0 2 1 1 0 0 0 11 2 "1" "1"
"452" 17 1 2 9 1 3 2 "2" 0 2 2 0 2 0 1 0 0 1 16 2 "1" "1"
"453" 17 1 2 11 1 3 2 "2" 0 2 1 0 2 0 1 0 0 0 15 2 "1" "1"
"454" 17 2 2 11 1 1 1 "2" 0 7 1 0 2 0 1 0 0 0 16 2 "1" "1"
"455" 16 2 2 10 1 4 1 "2" 1 15 1 2 1 1 1 0 0 1 14 2 "1" "1"
"456" 17 2 2 9 1 1 2 "2" 0 2 1 0 2 0 1 0 0 0 16 2 "3" "0"
"457" 15 5 1 8 1 1 1 "1" 1 4 1 0 2 0 1 1 0 1 13 2 "1" "1"
"458" 17 1 1 10 1 3 2 "3" 0 19 2 0 2 0 0 1 0 1 14 2 "1" "1"
"459" 16 2 2 10 1 1 1 "2" 0 7 1 2 1 0 1 0 0 1 13 2 "1" "1"
"460" 15 1 2 9 1 3 1 "2" 0 99 1 0 2 0 1 0 0 0 99 2 "1" "0"
"461" 15 2 2 8 1 1 2 "2" 1 12 1 1 1 1 1 0 1 1 13 2 "1" "1"
"462" 18 1 2 8 1 3 2 "2" 1 15 1 0 2 1 1 1 1 1 13 2 "1" "1"
"463" 15 1 2 10 1 1 1 "2" 0 1 1 1 1 0 1 0 0 0 15 2 "3" "0"
"464" 15 2 2 9 1 1 1 "3" 0 8 2 2 1 0 0 0 1 1 12 2 "1" "1"
"465" 16 1 2 9 1 1 1 "2" 0 18 1 0 2 0 1 0 0 1 13 2 "1" "1"
"466" 17 1 2 9 1 1 1 "2" 1 49 3 7 1 1 1 1 1 1 11 2 "1" "1"
"467" 16 2 2 10 1 3 2 "2" 0 4 2 2 1 0 1 0 0 1 15 2 "1" "1"
"468" 14 1 9 8 1 3 1 "2" 0 3 0 2 1 0 1 0 0 0 13 2 "3" "0"
"469" 16 2 2 8 1 1 2 "1" 1 9 2 2 1 1 1 1 0 0 12 2 "1" "1"
"470" 15 1 2 8 1 2 2 "4" 0 2 2 0 2 0 1 0 0 0 99 1 "1" "1"
"471" 16 2 2 11 1 2 2 "2" 1 20 1 1 1 1 1 0 0 0 15 1 "1" "1"
"472" 16 1 2 10 1 3 2 "2" 0 2 0 0 2 0 0 0 0 0 16 2 "1" "1"
"473" 16 1 2 11 1 4 2 "4" 1 14 2 3 1 1 1 1 0 1 10 2 "1" "1"
"474" 15 2 2 9 1 1 1 "1" 1 8 1 0 2 0 1 0 0 0 8 2 "1" "1"
"475" 16 2 2 10 1 1 2 "4" 1 4 1 2 1 1 1 0 0 1 15 2 "1" "1"
"476" 16 1 2 11 1 7 2 "4" 0 5 1 1 1 0 0 1 0 0 13 2 "1" "1"
"477" 16 1 2 9 1 7 1 "2" 1 30 2 3 1 1 1 1 1 1 8 1 "1" "1"
"478" 16 2 2 10 1 1 2 "2" 0 99 2 1 1 0 1 0 0 1 14 2 "1" "1"
"479" 17 1 2 10 1 5 1 "4" 1 37 3 4 1 1 1 1 0 1 6 2 "1" "0"
"480" 14 1 2 9 1 3 2 "2" 1 99 99 1 1 1 1 0 1 0 10 1 "3" "0"
"481" 14 1 2 7 1 2 1 "2" 0 5 0 1 1 0 1 0 0 0 9 2 "1" "1"
"482" 17 1 2 11 1 3 2 "2" 0 4 1 0 2 0 1 0 1 0 16 1 "1" "1"
"483" 15 2 2 9 1 3 1 "2" 1 12 2 2 1 1 1 1 0 1 12 9 "1" "1"
"484" 16 1 2 9 1 5 1 "1" 1 99 6 9 1 1 1 1 1 1 12 1 "1" "1"
"485" 14 1 2 6 1 4 1 "2" 1 10 1 2 1 1 1 0 0 0 13 1 "1" "1"
"486" 16 2 2 10 1 3 1 "1" 1 2 1 1 1 0 1 0 0 0 15 2 "1" "1"
"487" 16 2 2 10 1 1 2 "2" 0 2 1 0 2 0 1 0 0 0 15 2 "1" "1"
"488" 15 1 2 9 1 1 1 "2" 0 9 1 2 1 0 1 0 0 0 7 2 "1" "1"
"489" 15 2 9 9 1 3 1 "2" 1 3 1 1 1 1 1 0 0 0 14 2 "3" "0"
"490" 15 1 2 9 1 3 1 "2" 1 5 2 0 2 1 1 0 0 0 13 2 "1" "1"
"491" 15 2 2 7 1 2 2 "2" 0 15 1 3 1 0 1 0 0 1 11 2 "1" "1"
"492" 16 2 2 10 1 1 1 "5" 0 1 2 0 2 0 0 0 0 1 16 2 "1" "1"
"493" 16 1 2 9 1 4 2 "1" 1 35 0 0 2 0 0 0 0 0 9 1 "1" "1"
"494" 17 2 2 11 1 3 2 "9" 0 99 99 99 9 0 0 0 0 0 99 2 "1" "1"
"495" 16 2 2 9 1 1 1 "1" 1 2 1 0 2 0 1 1 0 0 12 1 "1" "1"
"496" 13 1 2 7 1 2 1 "2" 0 99 0 2 1 0 0 0 0 0 13 2 "3" "0"
"497" 16 1 2 10 1 1 2 "4" 0 4 3 2 1 0 1 1 0 0 13 2 "1" "1"
"498" 13 1 2 7 1 1 1 "2" 0 3 2 2 1 0 1 0 0 0 12 2 "1" "1"
"499" 16 1 2 11 1 1 1 "2" 0 1 0 0 2 0 0 0 0 0 15 2 "1" "1"
"500" 14 1 2 8 1 1 1 "2" 0 99 2 0 2 0 1 0 0 0 8 2 "1" "1"
"501" 16 1 2 9 1 3 1 "2" 0 4 1 1 1 0 1 1 1 1 13 1 "1" "1"
"502" 16 1 2 9 1 3 1 "2" 0 10 1 1 1 0 1 0 1 0 14 2 "1" "1"
"503" 16 2 2 10 1 3 2 "2" 1 4 2 0 2 1 1 0 0 0 14 2 "3" "0"
"504" 17 1 2 11 1 3 1 "4" 1 2 1 1 1 1 1 0 0 1 15 2 "1" "1"
"505" 15 1 2 8 1 7 1 "2" 0 5 2 1 1 0 1 0 0 0 11 2 "1" "1"
"506" 16 1 2 9 1 3 1 "2" 0 99 1 0 2 0 0 0 0 1 99 2 "1" "1"
"507" 17 1 2 9 1 1 1 "2" 1 13 1 0 2 1 1 1 1 1 12 2 "1" "1"
"508" 16 1 2 9 1 3 1 "2" 0 5 2 1 1 0 1 0 0 0 13 2 "3" "0"
"509" 16 1 2 9 1 1 1 "1" 1 96 2 3 1 1 1 1 0 1 12 2 "1" "0"
"510" 15 1 2 8 1 3 2 "5" 0 2 1 2 1 0 1 0 1 0 13 2 "1" "1"
"511" 16 1 1 9 1 1 2 "4" 0 30 1 1 1 0 1 1 0 1 9 2 "1" "1"
"512" 16 2 2 10 1 1 2 "1" 1 1 0 0 2 0 0 0 0 0 16 1 "3" "0"
"513" 16 1 2 9 1 2 2 "2" 0 2 1 0 2 0 1 0 0 0 14 2 "1" "1"
"514" 15 2 2 9 1 1 2 "2" 1 10 2 2 1 1 1 0 0 1 14 2 "1" "1"
"515" 15 1 2 7 1 1 1 "2" 1 10 1 1 1 1 1 1 0 0 9 2 "2" "1"
"516" 15 2 2 10 1 1 2 "2" 1 10 2 1 1 1 0 1 0 0 13 2 "1" "1"
"517" 15 1 2 10 1 3 1 "2" 0 10 0 0 2 0 0 0 0 0 10 2 "1" "1"
"518" 16 1 2 10 1 3 1 "2" 0 15 1 0 2 0 1 1 0 0 14 2 "1" "1"
"519" 16 1 2 8 1 3 1 "4" 0 10 1 0 2 0 1 0 0 1 12 2 "1" "1"
"520" 15 2 2 9 1 1 2 "2" 0 99 0 0 2 0 0 0 0 0 99 2 "1" "0"
